Comment,Hatespeech
"Labai gera A.Merkel dovana Kinijai. Toliau savo eilės laukia ir Japonija. Rusija pradėjo be galo pavojingą žaidimą su Ukraina. Rusija šiuo metu turi galios ir noro aneksuoti visą rytinę ir pietinę Ukrainos dalį; Ukraina per silpna pasipriešinti. Todėl pilnai gali būti, kad Rusija gali įvykdyti aneksiją, tačiau jos kaina bus milžiniška kai Kinija ir Japonija išlauks savo valandos ir šiame amžiuje pareikš pretenzijas į savo istorines žemes ir savo tautinių mažumų apsaugojimą.",No
"Labai gera A.Merkel dovana Kinijai. Toliau savo eilės laukia ir Japonija. Rusija pradėjo be galo pavojingą žaidimą su Ukraina. Rusija šiuo metu turi galios ir noro aneksuoti visą rytinę ir pietinę Ukrainos dalį; Ukraina per silpna pasipriešinti. Todėl pilnai gali būti, kad Rusija gali įvykdyti aneksiją, tačiau jos kaina bus milžiniška kai Kinija ir Japonija išlauks savo valandos ir šiame amžiuje pareikš pretenzijas į savo istorines žemes ir savo tautinių mažumų apsaugojimą.",No
"Labai gera A.Merkel dovana Kinijai. Toliau savo eilės laukia ir Japonija. Rusija pradėjo be galo pavojingą žaidimą su Ukraina. Rusija šiuo metu turi galios ir noro aneksuoti visą rytinę ir pietinę Ukrainos dalį; Ukraina per silpna pasipriešinti. Todėl pilnai gali būti, kad Rusija gali įvykdyti aneksiją, tačiau jos kaina bus milžiniška kai Kinija ir Japonija išlauks savo valandos ir šiame amžiuje pareikš pretenzijas į savo istorines žemes ir savo tautinių mažumų apsaugojimą.",No
"Ne, tai tik priminimas, kad Rusijos ""argumentai"" teisinant Krymo užgrobimą yra nekorektiški, kad kiniečiams nereiktų sekti beprotišku Putino poelgiu.",No
"Nors Stalino ir Mao Dzeduno profiliai buvo piešiami ant daugelio plakatų, tokio tipo diktatoriai buvo pagrįstai įtarūs vienas kito atžvilgiu. Vėlesnis Damanskio salos skandalas ir Baikalo Amūro magistralė (BAM) netiesiogiai susiję. Rusija negalėjo pasitikėti arti Kinijos sienos esančia Transsibiro magistrale ir didelėmis pastangomis pastatė vienbėgę magistralę ir neseniai netgi iškasė jungiantį 15 km tunelį. Karo tarp dviejų branduolinių valstybių galimybės daugiau teorinės. Ta supranta ir šių didžiulių šalių politikai. Tad Sibiro platybės po truputį susigrąžinamos ""minkštu"" būdu, per ten darbą dirbančius kinus, kurių Sibire nuosekliai didėja, o kai kur sudaro net ištisines gyvenvietes. CITUOJU IŠ 2011m. ŽINIASKLAIDOS Tarp ekspertų nėra vieningo sutarimo dėl Kinijos planų Rusijos atžvilgiu. Viešojoje erdvėje populiari nuomonė, kad už Uralo rusų greitai visai neliks, o kinų ten amžiaus viduryje gali būti vos ne 10 milijonų, ir tai taps puikiu pretekstu Kinijai „apginti tėvynainių teises“. Jau 2002 m. žinoma Rusijos demografijos specialistė Ž. Zainočkovskaja pažymėjo, kad Rusijos pasienio regionuose vienu metu gali būti apie 200–300 tūkstančių kinų. Ilgai dirbęs Kinijoje kaip sovietinės užsienio žvalgybos agentas ir gerai išmanantis kinų mentalitetą (visiškai perprasti jį ne kinui be galo sunku) A. Deviatovas mano, kad Pekinui nereikia imtis karinės agresijos prieš Rusiją siekiant jos Sibiro ir Tolimųjų Rytų. Pasak jo, šios žemės Kinijai yra strategiškai svarbios, bet naudos iš jų ji pasistengs gauti ne ginklu, o gudrumu. Be to, ekspertas pareiškė: „Rusija ir Kinija – kaimynai flange. Frontas yra nukreiptas Ramiojo vandenyno kryptimi. (...) Pagrindinis priešas – tai JAV“. Politinės ir karinės analizės instituto direktoriaus pavaduotojas A. Chramčichinas neabejoja, kad Kinijos agresija prieš Rusiją tėra laiko klausimas. „Kinija objektyviai nėra gyvybinga dabartinėse savo sienose. Ji turi tapti didesnė, jeigu nenori tapti mažesne. Ji negali apsieiti be išorinės ekspansijos, kurios tikslas būtų resursų ir teritorijų užgrobimas. Tokia realybė. Be to, nereikia išsigalvoti, kad pagrindine Kinijos ekspansijos kryptimi taps Pietryčių Azija. Ten per mažai teritorijos ir išteklių ir labai daug vietinių gyventojų. Atvirkštinė situacija – labai daug teritorijos, daugybė išteklių ir visai mažai gyventojų – Kazachstane ir azijinėje Rusijos dalyje“, – tvirtina analitikas. „Taip jau išėjo, kad žmogui psichologiškai lengviau varžytis ir kariauti su tais, kurie panašūs į jį. Užkariauti azijiečius mongoloidus (visas Ramiojo vandenyno regionas) kinams bus lengva, bet kaip užtikrinti europiečių ar rusų, kurių prigimtis jiems yra visai nežinoma, paklusnumą? Dominuoti ginklo jėga pernelyg neefektyvu, o socialinės arba, jei norite, psichologinės dominavimo pasaulyje sistemos Kinija pasiūlyti negali – dėl grynai biologinių priežasčių. Etniniai skirtumai tarp mūsų per dideli, europinės rasės kodo kinai nesulaužys, kaip ir mes jų“, – konstatavo forumo dalyvis. Kita vertus, yra nuomonė, kad gyvenantiems Sibire ir Tolimuosiuose Rytuose rusams patiks kinų įvesta tvarka bei dėmesys regionų raidai ir jie nesipriešins Kinijos ekspansijai. Žiūrint iš ruso savimonės pusės, šis argumentas yra abejotinas: rusai visada priešinosi užkariautojui, kad ir kokia sunki būtų jų padėtis, ir todėl kinus jie sutiks greičiau su neapykanta nei ištiestomis rankomis (ką jau kalbėti apie kinų kariavimo tradicijas: puldami jie negaili nieko, ir tai tik paskatintų rusų pyktį). Žinoma, didesnę vietinių gyventojų dalį galima tiesiog išnaikinti ir apgyvendinti užimtas teritorijas savo darbo jėga. Tačiau egzistuoja nuomonė: kad ir kokie ištvermingi ir darbštūs būtų kinai, rusiško Sibiro ir Tolimųjų Rytų klimatas nėra jiems priimtinas ir važiuotų jie ten visam laikui tik kraštutiniu atveju.",No
"Nors Stalino ir Mao Dzeduno profiliai buvo piešiami ant daugelio plakatų, tokio tipo diktatoriai buvo pagrįstai įtarūs vienas kito atžvilgiu. Vėlesnis Damanskio salos skandalas ir Baikalo Amūro magistralė (BAM) netiesiogiai susiję. Rusija negalėjo pasitikėti arti Kinijos sienos esančia Transsibiro magistrale ir didelėmis pastangomis pastatė vienbėgę magistralę ir neseniai netgi iškasė jungiantį 15 km tunelį. Karo tarp dviejų branduolinių valstybių galimybės daugiau teorinės. Ta supranta ir šių didžiulių šalių politikai. Tad Sibiro platybės po truputį susigrąžinamos ""minkštu"" būdu, per ten darbą dirbančius kinus, kurių Sibire nuosekliai didėja, o kai kur sudaro net ištisines gyvenvietes. CITUOJU IŠ 2011m. ŽINIASKLAIDOS Tarp ekspertų nėra vieningo sutarimo dėl Kinijos planų Rusijos atžvilgiu. Viešojoje erdvėje populiari nuomonė, kad už Uralo rusų greitai visai neliks, o kinų ten amžiaus viduryje gali būti vos ne 10 milijonų, ir tai taps puikiu pretekstu Kinijai „apginti tėvynainių teises“. Jau 2002 m. žinoma Rusijos demografijos specialistė Ž. Zainočkovskaja pažymėjo, kad Rusijos pasienio regionuose vienu metu gali būti apie 200–300 tūkstančių kinų. Ilgai dirbęs Kinijoje kaip sovietinės užsienio žvalgybos agentas ir gerai išmanantis kinų mentalitetą (visiškai perprasti jį ne kinui be galo sunku) A. Deviatovas mano, kad Pekinui nereikia imtis karinės agresijos prieš Rusiją siekiant jos Sibiro ir Tolimųjų Rytų. Pasak jo, šios žemės Kinijai yra strategiškai svarbios, bet naudos iš jų ji pasistengs gauti ne ginklu, o gudrumu. Be to, ekspertas pareiškė: „Rusija ir Kinija – kaimynai flange. Frontas yra nukreiptas Ramiojo vandenyno kryptimi. (...) Pagrindinis priešas – tai JAV“. Politinės ir karinės analizės instituto direktoriaus pavaduotojas A. Chramčichinas neabejoja, kad Kinijos agresija prieš Rusiją tėra laiko klausimas. „Kinija objektyviai nėra gyvybinga dabartinėse savo sienose. Ji turi tapti didesnė, jeigu nenori tapti mažesne. Ji negali apsieiti be išorinės ekspansijos, kurios tikslas būtų resursų ir teritorijų užgrobimas. Tokia realybė. Be to, nereikia išsigalvoti, kad pagrindine Kinijos ekspansijos kryptimi taps Pietryčių Azija. Ten per mažai teritorijos ir išteklių ir labai daug vietinių gyventojų. Atvirkštinė situacija – labai daug teritorijos, daugybė išteklių ir visai mažai gyventojų – Kazachstane ir azijinėje Rusijos dalyje“, – tvirtina analitikas. „Taip jau išėjo, kad žmogui psichologiškai lengviau varžytis ir kariauti su tais, kurie panašūs į jį. Užkariauti azijiečius mongoloidus (visas Ramiojo vandenyno regionas) kinams bus lengva, bet kaip užtikrinti europiečių ar rusų, kurių prigimtis jiems yra visai nežinoma, paklusnumą? Dominuoti ginklo jėga pernelyg neefektyvu, o socialinės arba, jei norite, psichologinės dominavimo pasaulyje sistemos Kinija pasiūlyti negali – dėl grynai biologinių priežasčių. Etniniai skirtumai tarp mūsų per dideli, europinės rasės kodo kinai nesulaužys, kaip ir mes jų“, – konstatavo forumo dalyvis. Kita vertus, yra nuomonė, kad gyvenantiems Sibire ir Tolimuosiuose Rytuose rusams patiks kinų įvesta tvarka bei dėmesys regionų raidai ir jie nesipriešins Kinijos ekspansijai. Žiūrint iš ruso savimonės pusės, šis argumentas yra abejotinas: rusai visada priešinosi užkariautojui, kad ir kokia sunki būtų jų padėtis, ir todėl kinus jie sutiks greičiau su neapykanta nei ištiestomis rankomis (ką jau kalbėti apie kinų kariavimo tradicijas: puldami jie negaili nieko, ir tai tik paskatintų rusų pyktį). Žinoma, didesnę vietinių gyventojų dalį galima tiesiog išnaikinti ir apgyvendinti užimtas teritorijas savo darbo jėga. Tačiau egzistuoja nuomonė: kad ir kokie ištvermingi ir darbštūs būtų kinai, rusiško Sibiro ir Tolimųjų Rytų klimatas nėra jiems priimtinas ir važiuotų jie ten visam laikui tik kraštutiniu atveju.",No
"Nors Stalino ir Mao Dzeduno profiliai buvo piešiami ant daugelio plakatų, tokio tipo diktatoriai buvo pagrįstai įtarūs vienas kito atžvilgiu. Vėlesnis Damanskio salos skandalas ir Baikalo Amūro magistralė (BAM) netiesiogiai susiję. Rusija negalėjo pasitikėti arti Kinijos sienos esančia Transsibiro magistrale ir didelėmis pastangomis pastatė vienbėgę magistralę ir neseniai netgi iškasė jungiantį 15 km tunelį. Karo tarp dviejų branduolinių valstybių galimybės daugiau teorinės. Ta supranta ir šių didžiulių šalių politikai. Tad Sibiro platybės po truputį susigrąžinamos ""minkštu"" būdu, per ten darbą dirbančius kinus, kurių Sibire nuosekliai didėja, o kai kur sudaro net ištisines gyvenvietes. CITUOJU IŠ 2011m. ŽINIASKLAIDOS Tarp ekspertų nėra vieningo sutarimo dėl Kinijos planų Rusijos atžvilgiu. Viešojoje erdvėje populiari nuomonė, kad už Uralo rusų greitai visai neliks, o kinų ten amžiaus viduryje gali būti vos ne 10 milijonų, ir tai taps puikiu pretekstu Kinijai „apginti tėvynainių teises“. Jau 2002 m. žinoma Rusijos demografijos specialistė Ž. Zainočkovskaja pažymėjo, kad Rusijos pasienio regionuose vienu metu gali būti apie 200–300 tūkstančių kinų. Ilgai dirbęs Kinijoje kaip sovietinės užsienio žvalgybos agentas ir gerai išmanantis kinų mentalitetą (visiškai perprasti jį ne kinui be galo sunku) A. Deviatovas mano, kad Pekinui nereikia imtis karinės agresijos prieš Rusiją siekiant jos Sibiro ir Tolimųjų Rytų. Pasak jo, šios žemės Kinijai yra strategiškai svarbios, bet naudos iš jų ji pasistengs gauti ne ginklu, o gudrumu. Be to, ekspertas pareiškė: „Rusija ir Kinija – kaimynai flange. Frontas yra nukreiptas Ramiojo vandenyno kryptimi. (...) Pagrindinis priešas – tai JAV“. Politinės ir karinės analizės instituto direktoriaus pavaduotojas A. Chramčichinas neabejoja, kad Kinijos agresija prieš Rusiją tėra laiko klausimas. „Kinija objektyviai nėra gyvybinga dabartinėse savo sienose. Ji turi tapti didesnė, jeigu nenori tapti mažesne. Ji negali apsieiti be išorinės ekspansijos, kurios tikslas būtų resursų ir teritorijų užgrobimas. Tokia realybė. Be to, nereikia išsigalvoti, kad pagrindine Kinijos ekspansijos kryptimi taps Pietryčių Azija. Ten per mažai teritorijos ir išteklių ir labai daug vietinių gyventojų. Atvirkštinė situacija – labai daug teritorijos, daugybė išteklių ir visai mažai gyventojų – Kazachstane ir azijinėje Rusijos dalyje“, – tvirtina analitikas. „Taip jau išėjo, kad žmogui psichologiškai lengviau varžytis ir kariauti su tais, kurie panašūs į jį. Užkariauti azijiečius mongoloidus (visas Ramiojo vandenyno regionas) kinams bus lengva, bet kaip užtikrinti europiečių ar rusų, kurių prigimtis jiems yra visai nežinoma, paklusnumą? Dominuoti ginklo jėga pernelyg neefektyvu, o socialinės arba, jei norite, psichologinės dominavimo pasaulyje sistemos Kinija pasiūlyti negali – dėl grynai biologinių priežasčių. Etniniai skirtumai tarp mūsų per dideli, europinės rasės kodo kinai nesulaužys, kaip ir mes jų“, – konstatavo forumo dalyvis. Kita vertus, yra nuomonė, kad gyvenantiems Sibire ir Tolimuosiuose Rytuose rusams patiks kinų įvesta tvarka bei dėmesys regionų raidai ir jie nesipriešins Kinijos ekspansijai. Žiūrint iš ruso savimonės pusės, šis argumentas yra abejotinas: rusai visada priešinosi užkariautojui, kad ir kokia sunki būtų jų padėtis, ir todėl kinus jie sutiks greičiau su neapykanta nei ištiestomis rankomis (ką jau kalbėti apie kinų kariavimo tradicijas: puldami jie negaili nieko, ir tai tik paskatintų rusų pyktį). Žinoma, didesnę vietinių gyventojų dalį galima tiesiog išnaikinti ir apgyvendinti užimtas teritorijas savo darbo jėga. Tačiau egzistuoja nuomonė: kad ir kokie ištvermingi ir darbštūs būtų kinai, rusiško Sibiro ir Tolimųjų Rytų klimatas nėra jiems priimtinas ir važiuotų jie ten visam laikui tik kraštutiniu atveju.",No
"Nors Stalino ir Mao Dzeduno profiliai buvo piešiami ant daugelio plakatų, tokio tipo diktatoriai buvo pagrįstai įtarūs vienas kito atžvilgiu. Vėlesnis Damanskio salos skandalas ir Baikalo Amūro magistralė (BAM) netiesiogiai susiję. Rusija negalėjo pasitikėti arti Kinijos sienos esančia Transsibiro magistrale ir didelėmis pastangomis pastatė vienbėgę magistralę ir neseniai netgi iškasė jungiantį 15 km tunelį. Karo tarp dviejų branduolinių valstybių galimybės daugiau teorinės. Ta supranta ir šių didžiulių šalių politikai. Tad Sibiro platybės po truputį susigrąžinamos ""minkštu"" būdu, per ten darbą dirbančius kinus, kurių Sibire nuosekliai didėja, o kai kur sudaro net ištisines gyvenvietes. CITUOJU IŠ 2011m. ŽINIASKLAIDOS Tarp ekspertų nėra vieningo sutarimo dėl Kinijos planų Rusijos atžvilgiu. Viešojoje erdvėje populiari nuomonė, kad už Uralo rusų greitai visai neliks, o kinų ten amžiaus viduryje gali būti vos ne 10 milijonų, ir tai taps puikiu pretekstu Kinijai „apginti tėvynainių teises“. Jau 2002 m. žinoma Rusijos demografijos specialistė Ž. Zainočkovskaja pažymėjo, kad Rusijos pasienio regionuose vienu metu gali būti apie 200–300 tūkstančių kinų. Ilgai dirbęs Kinijoje kaip sovietinės užsienio žvalgybos agentas ir gerai išmanantis kinų mentalitetą (visiškai perprasti jį ne kinui be galo sunku) A. Deviatovas mano, kad Pekinui nereikia imtis karinės agresijos prieš Rusiją siekiant jos Sibiro ir Tolimųjų Rytų. Pasak jo, šios žemės Kinijai yra strategiškai svarbios, bet naudos iš jų ji pasistengs gauti ne ginklu, o gudrumu. Be to, ekspertas pareiškė: „Rusija ir Kinija – kaimynai flange. Frontas yra nukreiptas Ramiojo vandenyno kryptimi. (...) Pagrindinis priešas – tai JAV“. Politinės ir karinės analizės instituto direktoriaus pavaduotojas A. Chramčichinas neabejoja, kad Kinijos agresija prieš Rusiją tėra laiko klausimas. „Kinija objektyviai nėra gyvybinga dabartinėse savo sienose. Ji turi tapti didesnė, jeigu nenori tapti mažesne. Ji negali apsieiti be išorinės ekspansijos, kurios tikslas būtų resursų ir teritorijų užgrobimas. Tokia realybė. Be to, nereikia išsigalvoti, kad pagrindine Kinijos ekspansijos kryptimi taps Pietryčių Azija. Ten per mažai teritorijos ir išteklių ir labai daug vietinių gyventojų. Atvirkštinė situacija – labai daug teritorijos, daugybė išteklių ir visai mažai gyventojų – Kazachstane ir azijinėje Rusijos dalyje“, – tvirtina analitikas. „Taip jau išėjo, kad žmogui psichologiškai lengviau varžytis ir kariauti su tais, kurie panašūs į jį. Užkariauti azijiečius mongoloidus (visas Ramiojo vandenyno regionas) kinams bus lengva, bet kaip užtikrinti europiečių ar rusų, kurių prigimtis jiems yra visai nežinoma, paklusnumą? Dominuoti ginklo jėga pernelyg neefektyvu, o socialinės arba, jei norite, psichologinės dominavimo pasaulyje sistemos Kinija pasiūlyti negali – dėl grynai biologinių priežasčių. Etniniai skirtumai tarp mūsų per dideli, europinės rasės kodo kinai nesulaužys, kaip ir mes jų“, – konstatavo forumo dalyvis. Kita vertus, yra nuomonė, kad gyvenantiems Sibire ir Tolimuosiuose Rytuose rusams patiks kinų įvesta tvarka bei dėmesys regionų raidai ir jie nesipriešins Kinijos ekspansijai. Žiūrint iš ruso savimonės pusės, šis argumentas yra abejotinas: rusai visada priešinosi užkariautojui, kad ir kokia sunki būtų jų padėtis, ir todėl kinus jie sutiks greičiau su neapykanta nei ištiestomis rankomis (ką jau kalbėti apie kinų kariavimo tradicijas: puldami jie negaili nieko, ir tai tik paskatintų rusų pyktį). Žinoma, didesnę vietinių gyventojų dalį galima tiesiog išnaikinti ir apgyvendinti užimtas teritorijas savo darbo jėga. Tačiau egzistuoja nuomonė: kad ir kokie ištvermingi ir darbštūs būtų kinai, rusiško Sibiro ir Tolimųjų Rytų klimatas nėra jiems priimtinas ir važiuotų jie ten visam laikui tik kraštutiniu atveju.",No
"Rusija su Kinija ne tik nekariaus, bet kurs Eurazijos Imperiją Tikrai taip. Mes Lietuva su Rusais susijungę 1940 irgi drauge kūrėme Eurazijos Imperiją.:)))) Drakono Sostui tas Kremlius bus tik kaimas, žmogau... Jei ne šiandien, tai po 10-15 metų santykis bus būtent toks.",No
"Rusija su Kinija ne tik nekariaus, bet kurs Eurazijos Imperiją Tikrai taip. Mes Lietuva su Rusais susijungę 1940 irgi drauge kūrėme Eurazijos Imperiją.:)))) Drakono Sostui tas Kremlius bus tik kaimas, žmogau... Jei ne šiandien, tai po 10-15 metų santykis bus būtent toks.",No
"Rusija su Kinija ne tik nekariaus, bet kurs Eurazijos Imperiją Tikrai taip. Mes Lietuva su Rusais susijungę 1940 irgi drauge kūrėme Eurazijos Imperiją.:)))) Drakono Sostui tas Kremlius bus tik kaimas, žmogau... Jei ne šiandien, tai po 10-15 metų santykis bus būtent toks.",No
"sitas straipsnis paskebtas pries pora dienu,ir jau publikuotas Kinijoje.Taip,kad raminkites su Balandzio 1 del sito butent",No
"Susijungus valstybėms kinijai ir Rusijai ne branduolinis arsenalas bus pagrindinis argumentas o milijardinė Kinija prieš tautinę mažumą siekiančią, o gal net nesiekiančią 100 milijonų . Rusai turės džiaugsmo jei jiems bent darželiuose bus leista naudoti gimtąją kalbą...",No
"Jau pries kokius 7 metus rusijos dumoje buvo svarstomas istatymas del subjektu prisijungimo prie rusijos. Pagal Krymo scenariju. Tada sito istatymo nepatvirtino del to,kad kazkam toptelejo I galva, o kas butu, jei kitos salys priimtu panasu istatyma. Noreciau paziureti, kaip sibiras masiskai jungiasi prie japonijos, kaip kalingradas su gelem pasitinka angela merkel:)",No
">9 Na jeigu jau enciklopedijos prognzuoja gera gyvenima RU, tai cia nera ko net gincytis:)))))))))))",No
"kad lietuviai uz siluma moka brangiausiai Europoje.Man visiskai tas pats,tegul tos Rusijos ir visai nebuna,man svarbu kaip gyvenu as.O gyvenu chuj.....,ir dzin man visa propaganda,ir pagyvenusios ponios sypsena!",No
"oooo...pagaliau pradejote suprasti, kad niekur ta Rusija is zemelapio nedings ;))) senai jau laikas su Rusija kalbetis, deretis ir bendradarbiauti Lietuvos zmoniu labui. Pabreziu, ne tarnauti Rusijai, bendradarbiauti ir zmones greit pajus pokycius.",No
"oooo...pagaliau pradejote suprasti, kad niekur ta Rusija is zemelapio nedings ;))) senai jau laikas su Rusija kalbetis, deretis ir bendradarbiauti Lietuvos zmoniu labui. Pabreziu, ne tarnauti Rusijai, bendradarbiauti ir zmones greit pajus pokycius.",No
"skaičiau straipsnį, kuriame piktinamasi, jog, kaip ten rašo gabi talentinga Rusijos ekonomistė skiriama Rusijos Valstybinio banko vadove. Rašoma - blogai, jog su Putinu yra geri jos santykiai. Tai , atseit, blogai. Pagalvojau, ar ne tą patį galima sakyti apie Lietuvos valstybinio banko vadovą Vasiliauską, kuris buvo netgi mūsų prezidentės rinkiminio štabo vadovas. Tada ir mes sakykime, kad blogai ir pas mus šiuo atveju",No
"skaičiau straipsnį, kuriame piktinamasi, jog, kaip ten rašo gabi talentinga Rusijos ekonomistė skiriama Rusijos Valstybinio banko vadove. Rašoma - blogai, jog su Putinu yra geri jos santykiai. Tai , atseit, blogai. Pagalvojau, ar ne tą patį galima sakyti apie Lietuvos valstybinio banko vadovą Vasiliauską, kuris buvo netgi mūsų prezidentės rinkiminio štabo vadovas. Tada ir mes sakykime, kad blogai ir pas mus šiuo atveju",No
"wa taip reikia kowoti uz lietuwa,o ne rekauti lietuwa lietuwems!",No
"Ai,tiesa-jis tik emigrantu gyvenimu rupinasi.Kur Lietuvoj problemos-jo ne kvapo...",No
"jo jo pritariu,lietuviams tik dirbt dirbt dirbt kaip juodnugariams,kokie cia sventimai gali but.sugalvojo mat jaunimelis nepriklausomybe svest.Klausimuks,ar cia nepriklausomybe,kai Lietuvoj zmones net nepriklausomybes dienos negali pagerbt.Ot tai iskovojimas,ot tai issilaisvinimas....",No
"kerziniai batai,""odeškės"" ir kiti seniai žinomi atributai daro plikius išskirtiniais.Paklauskit apie mūsų Lietuvos istorines peripetijas ir vingius,pamatysit ir išgirsit tokių ""perliukų"",kad maža nepasirodys.Vietoj nacionalistinio žvygavimo,marš,mokytis Lietuvos istorijos ir lietuvių kalbos.Veręiau būtumėt paklausę ką šiandien seimo iškilmingam posėdyje kalbėjo ir pasakė viena lietuvių kalbos mokytoja(mokyklos direktorė).O vertėjo pasiklausyti ir išgirsti tai,ką ji pasakė.Ne riksmais ir piktumu reikia patriotizmą išreikšti,ne kitataučių užgauliojimu,o padaryti,kad ši šventė būtų visiems,o ne priešpastatyti šiaudinį patriotizmą supriešinant su teisėsauga.Ęia taip įsivaizduojama jaunieji Lietuvos patriotai?",No
"Lietuviškas nacionalizmas yra mažos tautos teisė gyntis nuo didelių kaimynų įtakos.Jis nėra pavojingas,todėl,kad nepretenduoja į kaimynų teritorijas. Kas turi mažus šuniukus mane supras. Čia ne vokiškas nacistinis revanšas Europoje po 1-ojo pasaulinio karo pažeminimo ir ne JAV bei Rusijos pastangos valdyti pasaulį pagal savo standartus.Aš pritarčiau ar ne lietuviškam nacionalizmui jeigu būtų įvardinti jos priešai. Bet tokių,objektyviai, dabar nėra. Status quo tarptautinėse santykiuose suformuluotas politiškai ir jį gyna NATO. Tai kame reikalas? Taip,kaip Rusijoje kelia galva stalinizmo šalininkai,taip pas mus nacionalistai. Priežastys,kaip ir visada - socialinė nelygybė. Dalis visuomenės gali sau leisti max politinių bei ekonominių privilėgijų, kita tik ją aptarnauti ir jokių galimybių prisikelti. Socialinių liftų nėra. Vietoje jų perspektyva emigruoti.Taip,kaip Putinas nesmerkia Rusijos stalinistus-šovinistus,taip ir mūsų Panelė juos pagluosto terminu""tautinis jaunimas"". Akivaizdus politinis žaidimas su potencialą turinčiu visuomenės sluoksniu.Taigi,nedarykime iš Lietuvos nacionalistų blogį(aišku, jeigu jų lyderių tarpe nėra tokių kaip chuliganai broliukai Maciai). Svarbu kiek pozityvumo yra jų galvose ir širdyse ir ką realiai jie nori padaryti Lietuvai.Ar viskas apsiribuoja politiniais žygiais ir šūkiais -Lietuva lietuviams...",No
"Lietuviškas nacionalizmas yra mažos tautos teisė gyntis nuo didelių kaimynų įtakos.Jis nėra pavojingas,todėl,kad nepretenduoja į kaimynų teritorijas. Kas turi mažus šuniukus mane supras. Čia ne vokiškas nacistinis revanšas Europoje po 1-ojo pasaulinio karo pažeminimo ir ne JAV bei Rusijos pastangos valdyti pasaulį pagal savo standartus.Aš pritarčiau ar ne lietuviškam nacionalizmui jeigu būtų įvardinti jos priešai. Bet tokių,objektyviai, dabar nėra. Status quo tarptautinėse santykiuose suformuluotas politiškai ir jį gyna NATO. Tai kame reikalas? Taip,kaip Rusijoje kelia galva stalinizmo šalininkai,taip pas mus nacionalistai. Priežastys,kaip ir visada - socialinė nelygybė. Dalis visuomenės gali sau leisti max politinių bei ekonominių privilėgijų, kita tik ją aptarnauti ir jokių galimybių prisikelti. Socialinių liftų nėra. Vietoje jų perspektyva emigruoti.Taip,kaip Putinas nesmerkia Rusijos stalinistus-šovinistus,taip ir mūsų Panelė juos pagluosto terminu""tautinis jaunimas"". Akivaizdus politinis žaidimas su potencialą turinčiu visuomenės sluoksniu.Taigi,nedarykime iš Lietuvos nacionalistų blogį(aišku, jeigu jų lyderių tarpe nėra tokių kaip chuliganai broliukai Maciai). Svarbu kiek pozityvumo yra jų galvose ir širdyse ir ką realiai jie nori padaryti Lietuvai.Ar viskas apsiribuoja politiniais žygiais ir šūkiais -Lietuva lietuviams...",No
"Lietuviškas nacionalizmas yra mažos tautos teisė gyntis nuo didelių kaimynų įtakos.Jis nėra pavojingas,todėl,kad nepretenduoja į kaimynų teritorijas. Kas turi mažus šuniukus mane supras. Čia ne vokiškas nacistinis revanšas Europoje po 1-ojo pasaulinio karo pažeminimo ir ne JAV bei Rusijos pastangos valdyti pasaulį pagal savo standartus.Aš pritarčiau ar ne lietuviškam nacionalizmui jeigu būtų įvardinti jos priešai. Bet tokių,objektyviai, dabar nėra. Status quo tarptautinėse santykiuose suformuluotas politiškai ir jį gyna NATO. Tai kame reikalas? Taip,kaip Rusijoje kelia galva stalinizmo šalininkai,taip pas mus nacionalistai. Priežastys,kaip ir visada - socialinė nelygybė. Dalis visuomenės gali sau leisti max politinių bei ekonominių privilėgijų, kita tik ją aptarnauti ir jokių galimybių prisikelti. Socialinių liftų nėra. Vietoje jų perspektyva emigruoti.Taip,kaip Putinas nesmerkia Rusijos stalinistus-šovinistus,taip ir mūsų Panelė juos pagluosto terminu""tautinis jaunimas"". Akivaizdus politinis žaidimas su potencialą turinčiu visuomenės sluoksniu.Taigi,nedarykime iš Lietuvos nacionalistų blogį(aišku, jeigu jų lyderių tarpe nėra tokių kaip chuliganai broliukai Maciai). Svarbu kiek pozityvumo yra jų galvose ir širdyse ir ką realiai jie nori padaryti Lietuvai.Ar viskas apsiribuoja politiniais žygiais ir šūkiais -Lietuva lietuviams...",No
"As labiau pasitikiu A.Cekuoliu,sakiusiam,kad Rusijoje uzsienio kapitalas valdo 10%dirbamos zemes,o ju produkcija sudaro 30% Rusijos derliaus.Kalbeti apie besikapstancius it vistas isbadejusius personas,auginancius kopusta ar agurka,kad sutaupytu vodkai,kaip apie dideli pasiekima-absurdas.Japonai,turedami 10%dirbamos zemes,maisto neisiveza.Rusija,turedama 30% pasaulio juodzemio atsargu-isiveza,tik paduok.Tokie rasinukai pirmokams gal ir tiktu,bet galvojanciam,sukelia tik sypsenele.",No
